COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
17065,3,AC,26,3, Tiene que mejorar en disciplina,,,4.0,,3
23837,3,AC,11,1, los profesoresrr,,,8.0,,4
2366,3,AC,31,1, en la puntualidad,,,5.0,,3
10964,4,AC,15,7," Sistema intranet, atenciÑn al alumno.",,,7.0,,3
3729,1,AC,37,1," Los profesores son muy bueno. El 1 me gusta mucho, es muy amplio.",,Delegado,6.0,,4
32153,3,FC,101,6," Todo en su conjunto. Los cursos, blended,Talleres.",,,5.0,,4
28879,3,FC,100,4, Problemas en la atenciÑn al alumno y en el blackboard,,,2.0,,3
10724,4,AC,14,4," Valoro la calidad educativa con la que cuenta la universidad y el enfoque hacia los negocios que le da a todas sus carreras, un punto muy importante que debe tenerse en cuenta ya que todos necesitan conocimientos en este tema para que puedan realizar sus ",,,4.0,,4
8626,4,AC,25,3," Porque tiene muchos convenios, es muy buena.",,Delegado,5.0,,4
9402,1,AC,35,3, atenciÑn al alumno a veces no dan la informaciÑn adecuada,,,4.0,,3
27971,3,FC,109,4, En los cursos blendet deben cuidar que la informacion este correcta y actualizada Hay algunos cursos en que los profesores son deficientes no lo conocen y no tienen didactica para trasmitir lo que saben Y al faltarles tiempo omiten buena parte de los contenidos,,,5.0,,3
11029,3,AC,2,7, Es buena,,,3.0,,3
30913,4,FC,108,9, La facilidad de horarios,,,3.0,,4
21414,3,AC,5,5, En la organizaciÑn de matrÕcula y atenciÑn alumno,,,6.0,,3
33417,4,PRESENCIAL,223,1, Algunos cursos deben ser en mayor tiempo o màs clases; mayor interacciÑn con simulaciÑn de negocios en el MBA,,,,,4
14555,2,AC,7,1, En que chocan las clases con la hora de almuerzo y dejan muy poco tiempo para comer algo,,Delegado,3.0,,3
23416,4,AC,31,5, Mas aulas y profesores,,,7.0,,3
28855,3,FC,108,10, El nivel acad_mico,,,4.0,,4
1927,1,AC,31,2, La exigencia,,,4.0,,4
18716,3,AC,32,1, Porque sus profesores son buenos y la universidad ofrece bastantes ventajas,,,5.0,,4
26169,3,FC,101,2, Porque tiene buen nivel,,,4.0,,4
18319,3,AC,25,10," La atencion a alumnos es lenta,",,,5.0,,2
13109,4,AC,22,8, La tecnologÕa y los cursos pràcticos,,,7.0,,4
33120,3,FC,107,12, Los variabilidad de los horarios de clases,,,1.0,,4
30449,3,FC,108,9, DeberÕan reactivar las multisedes,,,5.0,,3
24434,3,AC,28,1, Mejora en el servicio de cubiculos,,,5.0,,3
30832,4,FC,101,2, Puntualidad y asistencia de profesores,,,2.0,,3
8690,1,AC,34,4, La experiencia en general con todos los aspectos de la universidad.,,Delegado,7.0,,4
20364,2,AC,5,1," Buenos profesores, orden",,,4.0,,4
15824,3,AC,30,7, Mejorar la calidad de wifi. Filtrar mejor a los alumnos. Programar mejor los horarios de los Ïltimos ciclos para poder realizar practicas. Expandir el campus respecto el àrea. Brindar mejores asesorÕas de investigaciÑn para los tesistas.,,Delegado,5.0,,3
17971,3,AC,25,2, Mas espacios de estudio,,,5.0,,3
32032,3,FC,108,3, Màs variedad en cafeterÕas,,,4.0,,2
7453,4,AC,25,1," En los cubÕculos, deberÕan haber màs considerando la cantidad de gente",,,5.0,,2
4788,1,AC,9,1, DeberÕan construir màs estacionamientos,,Delegado,7.0,,3
15929,3,AC,15,4," Porque enseÐan muy bien,la calidad educativa es muy buena.",,,6.0,,4
30894,2,FC,106,1, El tiempo que tengo para poder estudiar ya que son pocos dÕas a la semana y su metodologÕa,,,4.0,,4
5447,1,AC,33,2," Becas para medicina Bajar la pensiÑn, o reducirla para alumnos sobresalientes",,,5.0,,3
21481,3,AC,15,1, es muy buena,,,6.0,,4
31842,2,FC,107,8, Bajar los costos de matrÕcula,,,2.0,,3
12341,1,AC,37,1," No deberÕan existir blended en cursos. Creo que en psicologÕa deberÕan tener màs investigaciÑn o un àrea especializada. Finalmente considerÑ que muchas personas ingresan, eso le quita prestigio, no es posible estar estudiando con personas que no pueden hablar correctamente castellano, o que tienen dificultades notorias para escribir. Estas personas ANTES de ingresar deberÕan prepararse bien.",,,5.0,,2
31560,3,FC,110,6, La exigencia en la enseÐanza,,,3.0,,4
15201,3,AC,13,6," DeberÕan mejorar el tema de los horarios de matricula, no es posible que haya cursos que haya solo un profesor que enseÐa, deberÕan poner màs docentes y màs horarios en los cursos.",,Delegado,7.0,,2
25319,1,FC,107,8, MetodologÕa en la enseÐanza,,,3.0,,4
3007,3,AC,7,1, La forma de enseÐanza es muy buena y siempre tratan de llegsr al alumno como sea,,,3.0,,4
29807,3,FC,109,6, Problemas con la matricula de cada ciclo,,,2.0,,2
7322,1,AC,25,1, Que promuevan màs actividades culturales,,,3.0,,2
19167,3,AC,15,5, Bajo inter_s en el bienestar del alumno,,Delegado,7.0,,2
25737,1,FC,107,2, Por las herramientas que brinda para un mejor aprendizaje,,,1.0,,4
26623,4,FC,101,2," La facilidad de estudiar y trabajar, horarios flexibles, calidad de enseÐanza",,,4.0,,4
10751,1,AC,13,1, Porque si,,,6.0,,3
16743,1,AC,7,1," En el area de capacitacion de profesores, necesitamos profesores con mas experiencia",,,3.0,,2
32108,3,FC,106,5, La variedad de horarios,,,2.0,,4
21914,3,AC,32,1," lo que mas valore es que los prefesores son muy dinamicos , y en esta semana me ha gustado todo de la universidad",,,6.0,,4
26739,1,FC,101,3," La calidad de los profesores, la comodidad de la infraestructura",,,4.0,,4
12699,4,AC,13,2, Su m_todo de enseÐanza y la profesionalidad de los docentes.,,Delegado,8.0,,4
21380,3,AC,3,4," Hacer màs àreas donde el alumno pueda hacer trabajos o estudiar, como cubÕculos o espacios mas pequeÐos como para un solo alumno pueda estudiar. Mas aire acondicionado en los salones que en verano da todo el sol, como en el pabellÑn E y B de Monterrico.",,,4.0,,3
21230,3,AC,8,4, muy caro y los crsos deben ser bien estructurados .. al igual que unas carreras,,,5.0,,1
9565,3,AC,27,4, Muy buena Universidad ha mejorado mucho desde que Ingrese,,,5.0,,4
17943,4,AC,5,2, Me parece estÏpido y una p_rdida de dinero que hayan establecido cursos que sea mitad presencial y mitad virtual. No es un aprendizaje que ayude a muchos alumnos (este es mi caso).,,,5.0,,2
8935,2,AC,15,1, La enseÐanza,,,5.0,,4
5116,3,AC,11,1," Servicio de atenciÑn al alumno para matricularse, para realizar cualquier consulta por tel_fon y disponibilidad de màs libros en la biblioteca",,Delegado,7.0,,2
17972,3,AC,31,4," El cambio de computadoras a iPad nos esta complicando las clases, ya sea para los profesor y para los alumnos, no podemos usar USB en el iPad, se desconecta seguido del proyector y la baterÕa .",,,5.0,,3
3943,4,AC,31,3, No piensan en los alumnos como personas,,Delegado,5.0,,2
22882,1,AC,33,2, La buena teoria en clase con profesores de alta calidad academica.,,,5.0,,4
21722,1,AC,37,7, Facilidades en horarios y beneficios.,,,5.0,,3
10670,2,AC,7,3, No hay areas deportivas ni actividades como en otras sedes,,,4.0,,2
3570,4,AC,14,7, Nivell de educaciÑn,,Delegado,7.0,,4
4728,4,AC,15,1, Docentes,,,6.0,,4
7345,1,AC,37,2," La exigencia de los profesores, en los trabajos y en clase.",,,5.0,,4
29254,4,FC,107,1, Su metodo de enseÐanza,,,4.0,,4
6259,4,AC,5,4," Ya que si bien no es la mejor de todas, brinda muchos recursos que a mi parecer es agradable, ademàs del ambiente en donde se estudia. Eso por lo menos en la universidad san Isidro .",,,5.0,,2
1753,3,AC,25,1," Dar màs separatas de los temas desarrollados, ya que muchos no comprenden los temas",,,5.0,,3
6808,3,AC,15,2, La calidad de enseÐanza que nos brindan todos los dÕas para poder desarrollarnos como buenos profesionales,,,6.0,,4
4038,2,AC,3,1," Para comenzar quiero dar muchas gracias porque sÕ existe un gran servicio de estudios superiores en la universidad, pero quisiera hacer algunas recomendaciones 1ero. me gustaria que exista un curso de investigaciÑn para tesis, porque creo que la investigaciÑn es muy importante para un universitario. 2do. me disgusta bastante que siendo una gran universidad con una pensiÑn nada barata, haya una pocas carpetas en la biblioteca y demasiado pocos cubiculos en comparaciÑn con la gran cantidad de la u",,Delegado,5.0,,3
14311,3,AC,5,1, Me gusta el modo en el que enseÐan,,,5.0,,4
23132,3,AC,5,1, En el break y en el internet y la calidad de servicios,,,3.0,,3
24371,3,AC,6,5, No hay humanidades,,,6.0,,1
13721,1,AC,5,4," El proceso de matrÕcula, durante esa _poca siempre es un caos",,,6.0,,3
3802,3,AC,15,5, AtenciÑn al alumno,,,6.0,,3
17237,1,AC,38,1, El trato de los profesores es amigable.,,,6.0,,4
5199,4,AC,31,3, Falta de espacios para estudiar en el campus,,,4.0,,3
27191,2,FC,101,4, Que es una buena universidad,,,1.0,,4
13585,3,AC,32,3, Su metodo de enseÐanzas,,,4.0,,4
12537,4,AC,14,4," DeberÕan mejorar en el aspecto administrativo, tambi_n en el procesonde matrÕcula, ya que son varios los alumnos que no pueden matricularse en los salones que desean. DeberÕan implementar màs espacios de descanso y ocio en el 4",,,7.0,,3
1722,4,AC,31,1, La comida es todo,,,5.0,,4
14894,1,AC,37,1, Por el wasc,,,6.0,,3
3931,3,AC,30,3, Mandar una explicaciÑn razonable y detallada del porque aumenta el costo del ciclo,,,5.0,,3
28315,4,FC,101,3," Los horarios, la ubicaciÑn y lo que aprendo para desarrollarlo en mi vida laboral",,,4.0,,4
25583,4,FC,101,6, AtenciÑn y servicio al alumno,,,4.0,,2
25756,4,FC,101,5," Yo elegÕ el programa EPE entre semana por las facilidades de estudiar y poder tener el fin de semana para la familia, Ïltimamente los exàmenes son programados para los dÕas sàbado incluso domingos y en horas de la tardenoche. Normalmente las personas que trabajamos no salimos antes de las 6 p.m. y con el cambio de sede de San Borja a Salaverry, es complicado llegar a la hora a las clases de EPE por el tràfico pesado de la hora punta y por los problemas en el estacionamiento, te puedes demorar",,,5.0,,2
31437,1,FC,104,1, La exigencia academica.,,,4.0,,4
10872,3,AC,17,5," màs wifi, inodoros con tapas.",,,5.0,,3
16393,1,AC,37,2," Considero que se quieren màs publico pero sin embargo los salÑn en verano no tienen aire acondicionado y los vetiladores que nos brindas son pesimas puesto que hay salones donde tiene un tamaÐo regular y solo hay dos ventiladores para la cantidad de alumnos dictando dentro. Otro punto importante son los cubiculos, demasiado escasos para la cantidad de alumnos al igual que el estacionamiento. Los porfesores llegan tarde porque no hay estacionamiento, mas para los de administracion estan reservado",,,5.0,,3
32495,1,FC,101,2, Sistema virtual,,,4.0,,2
23711,3,AC,12,3," En el aspecto multimedia de las clases, considerÑ que el uso de los iPad en lugar de favorecer la clase han complicado el fluido desarrollo de estas.",,,7.0,,4
26226,4,PRESENCIAL,216,1, Falta mayor organizaciÑn en relaciÑn a secretaria acad_mica y algunos docentes no cargan informaciÑn al blackboard de manera oportuna.,,,,,2
3774,4,AC,10,3, Atencion al alumno,,Delegado,7.0,,3
30902,4,FC,108,11," Subir la mensualidad, quitar los campus, tener un pesimos servicio de matriculas, subir el costo del curso de ingles y mantener el mismo precio del curso de ingles online y presencial",,,0.0,,2
32981,2,FC,107,2, La calidad educativa,,,5.0,,4
9614,2,AC,7,4, La calidad educativa,,,5.0,,4
6525,1,AC,31,1, Muy buena,,Delegado,5.0,,3
473,3,AC,13,3, mejor organizaciÑn,,,4.0,,2
461,4,AC,11,2," Las clases blended son horribles, no aprendes nadaaaa",,Delegado,6.0,,1
13677,3,AC,27,1, Xvr pero mejorar la àrea de reserva,,,4.0,,4
1491,1,AC,37,1, Ejemplar,,,5.0,,4
14850,4,AC,31,2, Salones y ventajas al alummo,,,4.0,,3
26519,1,FC,109,3, El sistema de enseÐanza,,,4.0,,4
9971,1,AC,37,5," Los convenios, la internacionalizar, las actividades extracademicas",,,7.0,,4
1538,2,AC,5,1, Prestigio,,,4.0,,4
31006,4,FC,108,3, Abrir màs sedes,,Delegado,4.0,,3
32736,3,FC,105,2, El soporte acad_mico,,,5.0,,4
3588,1,AC,5,1, Es buena,,,6.0,,4
5642,4,AC,31,2, Todo està bien,,,6.0,,3
21090,3,AC,17,2," Las colas para el almuerzo en las cafeterias, mas seguridad,",,Delegado,4.0,,3
2120,3,AC,24,5, La alta calidad en la educaciÑn y su exigencia por siempre ponernos retos acad_micos para darnos cuenta de todo lo que somos capaces de lograr,,,8.0,,4
27354,3,FC,109,2," La infraestructura, la calidad de enseÐanza, los convenios que hay y los beneficios.",,,2.0,,4
9216,4,AC,9,1, Definitivamente el WiFi (su velocidad y conexio) y AtenciÑn al Alumno.,,Delegado,7.0,,3
22164,4,AC,5,1, Matricula mas rapida,,,2.0,,3
32022,4,FC,106,3, Calidad en la educaciÑn. Mas el area de atencion al alumno (cuando ya eres uno) puede ser bastante pobre y desorganizada. Las respuestas demoran asi como la asistencia que en ocasiones es nula o mediocre.,,,3.0,,4
3273,1,AC,37,2, Porque tiene buena enseÐanza,,,6.0,,4
23874,3,AC,21,1," El servicio de buses de sede a sede, horarios de asesorÕas y talleres.",,,5.0,,3
20705,1,AC,17,2," Mayores horas de descanso y zonas para realizar tareas, trabajos, mesas de trabajo",,,6.0,,2
28501,1,FC,105,4, Los horarios la modalidad epe,,,4.0,,4
20273,3,AC,25,10, Màs ambientes de estudio,,,2.0,,3
30685,3,FC,104,2, La enseÐanza y los docentes,,,2.0,,4
7837,1,AC,5,1, Mejorar el gimnasio,,,4.0,,3
4762,4,AC,15,2, Las asesorÕas de cursos.,,,6.0,,3
7818,1,AC,4,1, El ambiente de todo el campus,,,5.0,,4
30046,3,FC,108,1, asesorias,,,2.0,,3
33342,4,FC,105,3, Mejorar los problemas tecnicos que suelen aparecer.,,,4.0,,3
8813,3,AC,3,7, No sobrepoblar la universidad,,,7.0,,4
19769,3,AC,30,3, Mucha gente,,,1.0,,1
6229,2,AC,7,1, Bueno la enseÐansa que nls brindan los profesores ; con la experiencia y el profecionalismo de ellos,,,3.0,,4
10492,3,AC,17,1, La universidad no es perfecta en todos sus aspectos. El sistema del intranet colapsar y eso molesta un poco,,,5.0,,3
26771,3,FC,107,1, La exigencia,,,4.0,,4
22465,3,AC,5,1, Las sede de MO es muy pequeÐa,,,6.0,,2
13340,4,AC,31,3, Mas ambientes para estudiar en sede San isidro,,,4.0,,3
24311,3,AC,20,3, Infraestructura,,,5.0,,3
8062,4,AC,13,3," Los lidermans son bien atentos con la ayuda hacia los discapacitados, pero en algunos casos demoran muchisimo en llamar al ascensor en los pisos que no hay y generan mi llegada tarde a mis otros cursos. Por otro lado, el nivel de exigencia no es el mismo por parte de los profesores del mismo curso. En el 4, no hay espacio para las horas libres del alumno, no hay suficiente espacio para la cantidad de alumnos. En hora punta, uno llega tarde a sus clases por la demora del valet par",,Delegado,8.0,,3
4781,1,AC,31,2," La buena enseÐanza, amplio campo de estudio y las buenas relaciones sociales.",,,3.0,,4
27594,3,FC,109,1," La enseÐanza de la universidad es muy buena, pero tiene una pesima atenciÑn al alumno.",,,5.0,,2
17039,3,AC,30,1, Es la Ïnica Universidad del PerÏ acreditada internacionalmente,,,4.0,,4
31245,4,PRESENCIAL,215,1, La calidad de enseÐanza de los profesores,,,,,4
16530,2,AC,29,1, No c bro,,Delegado,4.0,,3
19661,4,AC,26,2, La buena enseÐanza,,,6.0,,4
25893,4,FC,106,2," No siento que tengo una vida universitaria normal, solo voy a clases y punto",,,4.0,,1
1472,1,AC,3,2, Perfecto,,,6.0,,4
7781,4,AC,5,1, En la sede San Isidro el pabellÑn A y B estàn muy distanciados,,,5.0,,2
10542,3,AC,14,1, Los buenos profesores La enseÐanza es muy buena La exigencia,,,6.0,,4
3973,2,AC,15,2, En colocar màs cubiculos,,,7.0,,3
2560,3,AC,12,2, las clases,,,6.0,,4
20044,2,AC,3,1, porque hay altoo nivel acad_mico,,,5.0,,4
544,3,AC,28,3," No deberÕan haber clases blended para cursos de nÏmeros. DeberÕan haber màs videoconferencia de repaso. Trabajar con y para los alumnos, no beneficiarse de ellos.",,Delegado,4.0,,2
6454,4,AC,14,3," Lo que se debe mejorar es la atencion al alumno, ya que es muy pobre",,,6.0,,3
18327,4,AC,9,1, El proceso de recategorizacion es muy complejo y me hubiese gustado que los campos sean equitativos en oportunidades de desarrollo estudiantil e vida universitaria. Algunos son muy poco amplios y con diferencias notables para hacer ejercicio por ejemplo o bien el realizar actividades varias,,Delegado,6.0,,2
8826,3,AC,16,1, Los maestros,,,6.0,,4
18598,1,AC,7,4, Màs espacio para arquitectura .,,,5.0,,3
10555,3,AC,28,1, La infrastructura es el unico problema de la universidad (es pequeÐa),,,5.0,,2
3346,3,AC,5,2, En qu_ de deben de haber màs cubÕculos y màs lugares para estudiar.,,,5.0,,3
12312,1,AC,33,2, En la matricula siempre existen problemas y en la universidad en clases los cÏbiculos no alcanzan para todos los alumnos,,,5.0,,2
12950,2,AC,25,1, iNNOVACION,,,5.0,,3
391,1,AC,37,1," Rapidez en atenciÑn al alumno en la sede villa, y en el contacto web o por medio del tel_fono ya que se demora demasiado.",,,5.0,,3
768,3,AC,28,4," La modalidad de matrÕcula que depende de la nota de los alumnos, asÕ como la flexibilidad de los horarios de los cursos.",,Delegado,6.0,,4
33213,1,FC,102,6," La calidad de las clases y los docentes que tiene, asimismo el prestigio de la instituciÑn",,,2.0,,4
17881,3,AC,25,2," Dejen de subir la pension, y mejoren la atencion al cliente porque se demoran en contestar las llamadas",,Delegado,5.0,,3
16924,2,AC,31,1," Al subir 5 porciento la pensiÑn cada aÐo , facilitan a que màs alumnos deseosos de terminar su carrera en esta universidad ,dejen sus estudios a medias debido a que no cuentan con los recursos solicitados.Esto no me parece justo, deben pensar en sus estudiantes y no solo en ganar dinero.",,,3.0,,2
7844,1,AC,25,1," Es una muy buena universidad con una visiÑn de educaciÑn muy diferente. Lo que respecta a las clases virtuales, preferirÕa mas horas de clases presenciales.",,,5.0,,4
14745,3,AC,11,1, DeberÕan mejorar en la infraestructura y màs espacio ya que hay mucha gente y eso es muy estresante,,,7.0,,3
29468,3,FC,101,9, La flexibilidad en horarios y convalidaciÑn,,,4.0,,4
20263,3,AC,13,3, Area de atencion al alumno y la resolucion de problemas en matricula,,Delegado,7.0,,3
14344,3,AC,15,6, Muy bueno,,,7.0,,3
24427,4,AC,26,5, Si la recomendarÕa porque es muy exigente y los profesores son muy buenos en sus cursos,,,7.0,,3
16492,4,AC,5,2, La vida universitaria y los sindicatos estudiantiles,,Delegado,5.0,,3
